Name,Age,Nationality,Overall,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,Preferred Positions,Preferred Positions Type
D. Vrzogic,27,Germany,65.0,74.0,55.0,72.0,71.0,63.0,64.0,63.0,58.0,65.0,39.0,50.0,13.0,11.0,7.0,9.0,7.0,60.0,59.0,63.0,61.0,47.0,59.0,46.0,45.0,65.0,65.0,58.0,65.0,75.0,65.0,62.0,57.0,55.0,63.0,LM LWB LB ,Back
S. Francis,30,Jamaica,65.0,74.0,69.0,63.0,65.0,55.0,60.0,63.0,58.0,61.0,40.0,38.0,6.0,6.0,15.0,7.0,6.0,52.0,61.0,70.0,54.0,33.0,61.0,40.0,45.0,63.0,61.0,51.0,65.0,79.0,64.0,65.0,67.0,45.0,34.0,LM LB ,Back
D. Pedersen,24,Denmark,65.0,67.0,70.0,71.0,72.0,62.0,55.0,53.0,39.0,56.0,41.0,40.0,16.0,7.0,12.0,10.0,13.0,63.0,64.0,74.0,63.0,51.0,63.0,37.0,46.0,54.0,64.0,53.0,61.0,74.0,78.0,62.0,72.0,53.0,39.0,CM CDM ,Midfielder
M. Ihiekwe,24,England,65.0,66.0,56.0,68.0,56.0,59.0,49.0,38.0,31.0,33.0,28.0,29.0,7.0,15.0,6.0,15.0,8.0,68.0,65.0,71.0,39.0,26.0,64.0,45.0,25.0,53.0,43.0,39.0,62.0,74.0,59.0,65.0,76.0,34.0,33.0,RB CB ,Back
R. Burke,20,England,65.0,64.0,64.0,51.0,48.0,50.0,59.0,45.0,31.0,52.0,20.0,23.0,12.0,9.0,7.0,11.0,8.0,63.0,65.0,62.0,52.0,17.0,64.0,40.0,30.0,62.0,58.0,53.0,66.0,62.0,62.0,67.0,71.0,38.0,18.0,RB CB ,Back
A. Rodríguez,24,Colombia,65.0,83.0,64.0,83.0,70.0,61.0,52.0,74.0,39.0,64.0,68.0,34.0,13.0,15.0,14.0,12.0,13.0,56.0,11.0,66.0,54.0,68.0,29.0,59.0,59.0,54.0,67.0,65.0,39.0,86.0,71.0,38.0,56.0,58.0,45.0,RW ST ,Forward
S. Mauk,21,Australia,65.0,69.0,47.0,71.0,79.0,65.0,64.0,60.0,59.0,65.0,64.0,46.0,9.0,15.0,13.0,8.0,9.0,55.0,52.0,60.0,64.0,55.0,49.0,44.0,65.0,61.0,65.0,62.0,51.0,71.0,72.0,58.0,67.0,63.0,56.0,RW CAM ,Midfielder
Óscar Whalley,23,Spain,65.0,42.0,24.0,34.0,41.0,20.0,32.0,24.0,14.0,16.0,17.0,13.0,66.0,65.0,72.0,63.0,66.0,13.0,19.0,64.0,31.0,10.0,14.0,24.0,13.0,57.0,36.0,24.0,16.0,43.0,42.0,18.0,73.0,49.0,14.0,GK ,GoalKeeper
D. Lovitz,25,United States,65.0,79.0,76.0,24.0,70.0,21.0,19.0,62.0,69.0,21.0,19.0,37.0,15.0,8.0,15.0,12.0,10.0,55.0,60.0,70.0,55.0,46.0,60.0,53.0,55.0,21.0,60.0,53.0,61.0,79.0,77.0,64.0,68.0,20.0,49.0,LM LB ,Back
José Kanté,26,Guinea,65.0,67.0,32.0,76.0,76.0,71.0,63.0,53.0,61.0,68.0,64.0,34.0,14.0,13.0,7.0,13.0,10.0,62.0,17.0,76.0,60.0,58.0,25.0,66.0,68.0,64.0,61.0,62.0,18.0,65.0,73.0,17.0,60.0,64.0,51.0,ST ,Forward
M. Solheim,29,Norway,65.0,65.0,67.0,60.0,68.0,63.0,60.0,61.0,54.0,55.0,42.0,46.0,9.0,7.0,7.0,14.0,11.0,65.0,60.0,83.0,62.0,53.0,60.0,43.0,39.0,62.0,58.0,62.0,63.0,71.0,87.0,62.0,70.0,51.0,53.0,RB LB ,Back
R. Andrich,22,Germany,65.0,64.0,53.0,56.0,57.0,68.0,64.0,63.0,69.0,63.0,46.0,71.0,7.0,9.0,10.0,13.0,15.0,57.0,61.0,63.0,62.0,54.0,56.0,56.0,58.0,60.0,70.0,59.0,57.0,68.0,75.0,61.0,76.0,59.0,38.0,CDM CM ,Midfielder
Henrique Jardinel,29,Brazil,65.0,42.0,74.0,58.0,71.0,56.0,59.0,54.0,57.0,68.0,45.0,48.0,16.0,19.0,15.0,16.0,14.0,41.0,55.0,56.0,74.0,43.0,61.0,59.0,62.0,69.0,64.0,41.0,45.0,74.0,71.0,74.0,52.0,67.0,43.0,CM CDM ,Midfielder
M. Richards,34,England,65.0,61.0,54.0,62.0,64.0,60.0,65.0,42.0,62.0,60.0,64.0,60.0,14.0,12.0,11.0,8.0,12.0,65.0,22.0,74.0,42.0,55.0,22.0,71.0,69.0,58.0,59.0,73.0,20.0,52.0,25.0,20.0,82.0,60.0,61.0,ST ,Forward
M. Sansores,26,Mexico,65.0,71.0,41.0,70.0,68.0,61.0,54.0,45.0,45.0,60.0,64.0,48.0,11.0,7.0,13.0,16.0,12.0,66.0,34.0,77.0,42.0,52.0,28.0,57.0,65.0,67.0,57.0,65.0,25.0,73.0,65.0,32.0,58.0,50.0,52.0,ST ,Forward
V. Rankovi?,24,Germany,65.0,78.0,58.0,79.0,82.0,66.0,55.0,65.0,44.0,69.0,33.0,34.0,12.0,14.0,14.0,10.0,14.0,39.0,56.0,70.0,51.0,35.0,61.0,41.0,51.0,57.0,62.0,39.0,69.0,72.0,74.0,64.0,44.0,52.0,42.0,RM RB ,Back
J. Martínez,23,Colombia,65.0,38.0,35.0,42.0,38.0,22.0,28.0,14.0,14.0,9.0,13.0,18.0,64.0,66.0,61.0,65.0,64.0,15.0,20.0,55.0,24.0,15.0,19.0,22.0,13.0,61.0,27.0,25.0,16.0,44.0,42.0,16.0,52.0,28.0,16.0,GK ,GoalKeeper
B. Gimber,20,Germany,65.0,55.0,60.0,55.0,65.0,53.0,49.0,37.0,30.0,45.0,27.0,24.0,7.0,16.0,15.0,7.0,13.0,63.0,61.0,65.0,49.0,31.0,62.0,25.0,26.0,59.0,56.0,38.0,66.0,51.0,55.0,68.0,76.0,30.0,28.0,CB ,Back
I. Faye,24,Senegal,65.0,79.0,57.0,77.0,88.0,66.0,62.0,64.0,49.0,70.0,66.0,48.0,6.0,12.0,8.0,5.0,10.0,52.0,23.0,59.0,40.0,56.0,25.0,61.0,65.0,66.0,52.0,70.0,31.0,86.0,53.0,35.0,47.0,46.0,57.0,LM RM ,Midfielder
A. Nef,35,Switzerland,65.0,29.0,57.0,31.0,30.0,38.0,56.0,43.0,44.0,20.0,19.0,38.0,9.0,14.0,8.0,12.0,12.0,80.0,63.0,74.0,50.0,33.0,62.0,45.0,43.0,50.0,49.0,46.0,64.0,31.0,32.0,66.0,81.0,31.0,22.0,CB ,Back
S. Tritz,30,France,65.0,71.0,68.0,62.0,73.0,58.0,39.0,62.0,50.0,44.0,28.0,46.0,10.0,8.0,9.0,6.0,9.0,45.0,66.0,86.0,40.0,29.0,63.0,52.0,13.0,67.0,61.0,50.0,65.0,67.0,77.0,62.0,58.0,27.0,42.0,RB ,Back
B. Inman,25,Australia,65.0,78.0,19.0,75.0,73.0,66.0,49.0,59.0,51.0,65.0,65.0,58.0,15.0,9.0,10.0,7.0,13.0,40.0,36.0,54.0,62.0,53.0,49.0,57.0,59.0,65.0,64.0,55.0,41.0,78.0,62.0,47.0,62.0,48.0,49.0,LW LM ,Midfielder
J. Kiesewetter,24,United States,65.0,75.0,37.0,67.0,64.0,65.0,50.0,61.0,54.0,68.0,61.0,47.0,11.0,7.0,8.0,14.0,10.0,47.0,38.0,59.0,52.0,57.0,19.0,59.0,62.0,57.0,63.0,62.0,23.0,84.0,56.0,24.0,66.0,54.0,52.0,RM ,Midfielder
C. Lenz,22,Germany,65.0,67.0,50.0,68.0,72.0,59.0,57.0,61.0,59.0,58.0,35.0,62.0,13.0,11.0,11.0,10.0,9.0,47.0,63.0,66.0,47.0,38.0,64.0,35.0,38.0,59.0,62.0,52.0,63.0,73.0,74.0,66.0,64.0,39.0,31.0,LB ,Back
S. Sawadogo,24,Burkina Faso,65.0,90.0,27.0,90.0,87.0,67.0,63.0,50.0,46.0,72.0,64.0,33.0,8.0,15.0,6.0,13.0,10.0,53.0,16.0,70.0,31.0,50.0,20.0,67.0,63.0,56.0,46.0,60.0,12.0,89.0,29.0,13.0,33.0,57.0,49.0,ST LW RW ,Forward
E. Zveroti?,30,Montenegro,65.0,66.0,71.0,72.0,72.0,62.0,63.0,69.0,57.0,61.0,34.0,54.0,6.0,16.0,16.0,14.0,9.0,48.0,62.0,70.0,56.0,75.0,63.0,46.0,64.0,58.0,57.0,81.0,71.0,74.0,90.0,68.0,71.0,62.0,55.0,RB CB ,Back
A. Figuera,27,Venezuela,65.0,69.0,68.0,66.0,80.0,60.0,71.0,45.0,50.0,59.0,22.0,51.0,12.0,9.0,9.0,8.0,7.0,64.0,74.0,69.0,70.0,49.0,68.0,55.0,44.0,64.0,68.0,61.0,67.0,66.0,82.0,66.0,59.0,65.0,17.0,CM ,Midfielder
J. Kusukami,29,Japan,65.0,78.0,46.0,68.0,84.0,66.0,59.0,42.0,40.0,67.0,56.0,41.0,7.0,8.0,13.0,10.0,10.0,64.0,24.0,68.0,61.0,47.0,35.0,48.0,60.0,62.0,63.0,49.0,38.0,85.0,66.0,32.0,37.0,62.0,59.0,CAM RM LM ,Midfielder
Tomás Nuninho,33,Brazil,65.0,48.0,78.0,52.0,48.0,63.0,57.0,43.0,55.0,61.0,43.0,47.0,9.0,11.0,7.0,10.0,15.0,66.0,63.0,40.0,65.0,53.0,52.0,51.0,44.0,60.0,67.0,61.0,57.0,57.0,68.0,65.0,83.0,59.0,44.0,CDM ,Midfielder
Carlos Henriques,23,Portugal,65.0,26.0,22.0,37.0,55.0,12.0,28.0,11.0,14.0,9.0,9.0,14.0,64.0,66.0,64.0,63.0,66.0,10.0,7.0,61.0,36.0,9.0,8.0,14.0,5.0,61.0,22.0,30.0,14.0,18.0,22.0,14.0,60.0,23.0,9.0,GK ,GoalKeeper
N. Dumitru,25,Italy,65.0,75.0,49.0,71.0,58.0,64.0,62.0,57.0,50.0,61.0,63.0,39.0,13.0,8.0,6.0,15.0,10.0,58.0,30.0,71.0,40.0,58.0,14.0,53.0,65.0,64.0,64.0,63.0,26.0,89.0,68.0,34.0,65.0,54.0,63.0,ST LW ,Forward
P. Pentke,32,Germany,65.0,38.0,38.0,33.0,34.0,30.0,67.0,23.0,13.0,25.0,10.0,22.0,67.0,61.0,64.0,57.0,69.0,30.0,14.0,67.0,22.0,20.0,22.0,25.0,12.0,64.0,30.0,30.0,13.0,36.0,40.0,22.0,79.0,45.0,40.0,GK ,GoalKeeper
B. Bellot,26,Germany,65.0,44.0,21.0,49.0,52.0,25.0,42.0,17.0,17.0,18.0,9.0,17.0,66.0,60.0,71.0,59.0,70.0,18.0,21.0,69.0,37.0,10.0,14.0,24.0,16.0,66.0,36.0,20.0,14.0,43.0,30.0,16.0,51.0,43.0,10.0,GK ,GoalKeeper
S. Gasanov,23,Russia,65.0,61.0,68.0,51.0,58.0,51.0,59.0,45.0,35.0,53.0,23.0,35.0,14.0,13.0,14.0,8.0,9.0,63.0,71.0,80.0,63.0,40.0,66.0,44.0,54.0,62.0,68.0,56.0,64.0,67.0,65.0,64.0,60.0,54.0,32.0,CM CB CDM ,Midfielder
C. Andriamahitsinoro,27,Madagascar,65.0,91.0,61.0,72.0,75.0,61.0,54.0,60.0,63.0,66.0,58.0,55.0,5.0,13.0,9.0,9.0,6.0,39.0,26.0,48.0,52.0,47.0,25.0,48.0,56.0,57.0,57.0,58.0,22.0,83.0,74.0,23.0,48.0,56.0,62.0,ST RM ,Midfielder
F. Nouble,25,England,65.0,77.0,56.0,63.0,46.0,61.0,55.0,61.0,54.0,66.0,63.0,51.0,13.0,13.0,9.0,6.0,11.0,60.0,35.0,54.0,40.0,57.0,15.0,45.0,61.0,57.0,45.0,72.0,15.0,79.0,64.0,19.0,86.0,62.0,65.0,LM ST ,Forward
C. Wernitznig,27,Austria,65.0,80.0,42.0,76.0,71.0,65.0,63.0,61.0,69.0,68.0,58.0,64.0,15.0,12.0,9.0,16.0,15.0,33.0,41.0,62.0,44.0,68.0,36.0,53.0,60.0,61.0,57.0,74.0,40.0,77.0,71.0,43.0,74.0,62.0,58.0,RM LM ,Midfielder
M. Al Bishi,30,Saudi Arabia,65.0,44.0,63.0,46.0,49.0,40.0,61.0,28.0,23.0,24.0,22.0,25.0,16.0,8.0,12.0,13.0,14.0,64.0,65.0,67.0,28.0,22.0,66.0,36.0,24.0,67.0,40.0,56.0,64.0,53.0,70.0,64.0,85.0,28.0,24.0,CB ,Back
D. Björnquist,28,Sweden,65.0,85.0,58.0,74.0,76.0,55.0,56.0,50.0,56.0,58.0,29.0,29.0,8.0,14.0,12.0,10.0,11.0,36.0,60.0,68.0,45.0,39.0,62.0,33.0,45.0,62.0,52.0,44.0,65.0,86.0,86.0,61.0,65.0,44.0,33.0,RB ,Back
F. Kurto,26,Poland,65.0,59.0,38.0,52.0,43.0,25.0,53.0,12.0,11.0,14.0,13.0,12.0,68.0,60.0,55.0,64.0,67.0,11.0,20.0,51.0,24.0,13.0,12.0,15.0,13.0,65.0,26.0,18.0,11.0,61.0,42.0,11.0,67.0,24.0,12.0,GK ,GoalKeeper
C. Reilly,23,Republic of Ireland,65.0,70.0,87.0,61.0,64.0,65.0,61.0,61.0,69.0,59.0,55.0,61.0,8.0,15.0,15.0,10.0,9.0,55.0,60.0,60.0,63.0,58.0,60.0,61.0,59.0,63.0,65.0,76.0,69.0,56.0,83.0,67.0,74.0,61.0,56.0,CDM CM ,Midfielder
T. Wendel,28,Germany,65.0,54.0,77.0,52.0,58.0,61.0,60.0,32.0,29.0,48.0,42.0,27.0,12.0,11.0,9.0,11.0,14.0,61.0,59.0,70.0,62.0,48.0,58.0,47.0,26.0,67.0,65.0,66.0,61.0,51.0,73.0,64.0,85.0,55.0,28.0,CB CDM ,Midfielder
I. Chebake,27,Morocco,65.0,68.0,74.0,72.0,68.0,60.0,41.0,66.0,31.0,57.0,35.0,49.0,9.0,11.0,14.0,10.0,11.0,64.0,53.0,60.0,47.0,40.0,64.0,44.0,48.0,62.0,52.0,48.0,70.0,73.0,70.0,70.0,64.0,42.0,28.0,LB RB ,Back
A. Esposito,31,Italy,65.0,46.0,63.0,57.0,50.0,40.0,62.0,12.0,20.0,35.0,15.0,12.0,13.0,7.0,7.0,15.0,7.0,62.0,62.0,59.0,46.0,33.0,67.0,11.0,13.0,63.0,50.0,41.0,61.0,34.0,74.0,65.0,91.0,14.0,27.0,CB ,Back
F. Lohkemper,22,Germany,65.0,78.0,41.0,69.0,71.0,63.0,56.0,50.0,57.0,68.0,59.0,40.0,13.0,12.0,15.0,7.0,13.0,58.0,27.0,77.0,39.0,49.0,22.0,58.0,65.0,62.0,60.0,66.0,20.0,86.0,67.0,24.0,66.0,49.0,60.0,ST ,Forward
S. Clémence,29,France,65.0,67.0,48.0,62.0,58.0,65.0,54.0,63.0,41.0,62.0,62.0,33.0,8.0,10.0,13.0,13.0,6.0,68.0,23.0,74.0,60.0,59.0,20.0,65.0,66.0,56.0,65.0,58.0,15.0,72.0,67.0,11.0,71.0,50.0,60.0,ST ,Forward
C. Fagan,28,Republic of Ireland,65.0,72.0,56.0,77.0,72.0,64.0,55.0,34.0,52.0,59.0,66.0,53.0,12.0,12.0,14.0,7.0,14.0,67.0,23.0,68.0,52.0,57.0,18.0,67.0,64.0,51.0,63.0,63.0,18.0,69.0,72.0,19.0,75.0,57.0,56.0,ST ,Forward
L. Burliga,29,Poland,65.0,68.0,91.0,65.0,61.0,57.0,58.0,58.0,58.0,56.0,60.0,44.0,7.0,9.0,11.0,11.0,8.0,48.0,72.0,70.0,56.0,50.0,58.0,53.0,63.0,65.0,59.0,52.0,66.0,76.0,67.0,66.0,82.0,50.0,43.0,RB ,Back
S. Luna,29,Argentina,65.0,76.0,36.0,72.0,64.0,62.0,49.0,72.0,69.0,64.0,59.0,76.0,15.0,15.0,13.0,11.0,8.0,43.0,61.0,64.0,49.0,78.0,63.0,53.0,60.0,73.0,55.0,64.0,56.0,76.0,75.0,55.0,79.0,68.0,59.0,CM RM LB RB ,Back
G. Pezzella,19,Italy,65.0,64.0,60.0,57.0,65.0,69.0,60.0,67.0,42.0,65.0,33.0,37.0,11.0,14.0,6.0,7.0,13.0,59.0,63.0,54.0,45.0,30.0,62.0,45.0,57.0,58.0,57.0,34.0,68.0,58.0,66.0,66.0,59.0,37.0,28.0,LM LB ,Back
L. Bailly,31,Belgium,65.0,51.0,42.0,52.0,23.0,20.0,39.0,12.0,19.0,12.0,14.0,15.0,63.0,63.0,67.0,64.0,64.0,12.0,20.0,73.0,38.0,16.0,13.0,22.0,12.0,67.0,36.0,21.0,14.0,49.0,26.0,15.0,78.0,37.0,10.0,GK ,GoalKeeper
B. Adjei-Boateng,23,Ghana,65.0,68.0,69.0,71.0,77.0,66.0,60.0,43.0,40.0,59.0,65.0,23.0,14.0,14.0,13.0,8.0,13.0,49.0,65.0,71.0,58.0,71.0,57.0,40.0,67.0,60.0,65.0,76.0,61.0,78.0,81.0,65.0,78.0,57.0,43.0,CDM CM ,Midfielder
N. Poulsen,23,Denmark,65.0,61.0,54.0,69.0,70.0,66.0,69.0,62.0,62.0,60.0,39.0,55.0,6.0,13.0,15.0,11.0,11.0,53.0,63.0,60.0,64.0,43.0,69.0,41.0,57.0,61.0,69.0,53.0,68.0,57.0,75.0,67.0,68.0,68.0,35.0,CM ,Midfielder
K. Londoño,23,Colombia,65.0,71.0,33.0,52.0,68.0,66.0,60.0,66.0,50.0,62.0,58.0,31.0,12.0,5.0,6.0,13.0,7.0,37.0,66.0,47.0,58.0,52.0,58.0,45.0,56.0,62.0,64.0,56.0,65.0,63.0,71.0,54.0,57.0,68.0,42.0,RM ,Midfielder
C. Kammlott,27,Germany,65.0,83.0,31.0,70.0,69.0,68.0,63.0,31.0,55.0,70.0,68.0,35.0,6.0,12.0,12.0,10.0,9.0,54.0,23.0,63.0,42.0,62.0,17.0,60.0,55.0,50.0,62.0,68.0,20.0,78.0,64.0,20.0,60.0,57.0,63.0,LW ST ,Forward
D. Mendoza,24,Argentina,65.0,61.0,30.0,62.0,53.0,63.0,65.0,41.0,52.0,63.0,67.0,35.0,14.0,14.0,13.0,11.0,6.0,63.0,33.0,63.0,55.0,63.0,21.0,60.0,62.0,57.0,62.0,63.0,17.0,71.0,67.0,38.0,72.0,55.0,47.0,ST ,Forward
R. Hayasaka,31,Japan,65.0,60.0,43.0,67.0,58.0,67.0,57.0,68.0,63.0,69.0,61.0,57.0,13.0,11.0,9.0,13.0,6.0,33.0,27.0,83.0,60.0,61.0,34.0,51.0,59.0,64.0,69.0,59.0,34.0,62.0,58.0,27.0,73.0,55.0,45.0,CAM ST RM ,Midfielder
J. Husband,23,England,65.0,70.0,54.0,61.0,67.0,65.0,56.0,62.0,34.0,63.0,49.0,32.0,8.0,10.0,14.0,14.0,15.0,54.0,62.0,60.0,49.0,33.0,64.0,43.0,60.0,56.0,54.0,34.0,65.0,69.0,73.0,65.0,61.0,49.0,36.0,LB ,Back
N. Tkal?i?,27,Croatia,65.0,86.0,79.0,74.0,79.0,62.0,52.0,66.0,62.0,64.0,41.0,65.0,9.0,15.0,7.0,11.0,9.0,52.0,51.0,69.0,59.0,58.0,53.0,44.0,56.0,64.0,60.0,72.0,63.0,86.0,87.0,57.0,62.0,51.0,49.0,LB RM ,Midfielder
P. Salomon,29,Austria,65.0,67.0,69.0,70.0,72.0,62.0,68.0,48.0,66.0,61.0,51.0,69.0,10.0,12.0,16.0,16.0,15.0,56.0,65.0,73.0,58.0,59.0,60.0,40.0,66.0,70.0,67.0,70.0,57.0,67.0,84.0,57.0,72.0,64.0,50.0,RM CDM CM ,Midfielder
M. Schulze Niehues,28,Germany,65.0,38.0,34.0,39.0,22.0,22.0,39.0,14.0,12.0,15.0,11.0,14.0,65.0,65.0,62.0,65.0,65.0,18.0,28.0,50.0,15.0,13.0,13.0,22.0,14.0,60.0,19.0,42.0,14.0,42.0,32.0,19.0,78.0,36.0,12.0,GK ,GoalKeeper
M. Friedrich,21,Germany,65.0,54.0,51.0,54.0,51.0,54.0,49.0,42.0,38.0,35.0,29.0,25.0,10.0,13.0,13.0,15.0,14.0,65.0,63.0,68.0,64.0,26.0,60.0,37.0,29.0,62.0,62.0,45.0,66.0,66.0,62.0,70.0,74.0,52.0,34.0,RB CB ,Back
A. Al Enezi,26,Saudi Arabia,65.0,48.0,17.0,37.0,50.0,19.0,22.0,13.0,14.0,13.0,12.0,12.0,66.0,60.0,62.0,68.0,67.0,21.0,21.0,50.0,18.0,18.0,16.0,23.0,12.0,59.0,25.0,16.0,20.0,44.0,36.0,17.0,62.0,66.0,11.0,GK ,GoalKeeper
P. Hatzidiakos,20,Greece,65.0,65.0,71.0,60.0,60.0,60.0,65.0,46.0,28.0,47.0,20.0,37.0,9.0,14.0,11.0,11.0,9.0,64.0,62.0,76.0,59.0,55.0,66.0,40.0,26.0,53.0,55.0,65.0,60.0,55.0,53.0,65.0,70.0,28.0,35.0,CB ,Back
Peter Abradanel,29,Brazil,65.0,14.0,17.0,28.0,25.0,15.0,37.0,21.0,12.0,16.0,15.0,13.0,57.0,70.0,62.0,75.0,55.0,20.0,12.0,26.0,14.0,18.0,16.0,15.0,15.0,62.0,11.0,22.0,17.0,19.0,13.0,18.0,55.0,37.0,21.0,GK ,GoalKeeper
J. Makengo,19,France,65.0,65.0,64.0,55.0,69.0,68.0,66.0,66.0,65.0,65.0,61.0,61.0,8.0,9.0,9.0,8.0,9.0,60.0,53.0,61.0,67.0,61.0,66.0,54.0,58.0,54.0,70.0,66.0,62.0,63.0,65.0,66.0,57.0,62.0,64.0,CAM CM ,Midfielder
Z. Gordon,24,Scotland,65.0,77.0,76.0,71.0,53.0,60.0,56.0,59.0,29.0,61.0,31.0,32.0,6.0,11.0,15.0,10.0,9.0,53.0,59.0,71.0,41.0,24.0,63.0,42.0,46.0,58.0,51.0,41.0,65.0,81.0,74.0,67.0,75.0,39.0,25.0,RB ,Back
A. Dyer,27,Montserrat,65.0,65.0,74.0,69.0,74.0,63.0,61.0,56.0,55.0,58.0,62.0,53.0,7.0,13.0,6.0,11.0,11.0,58.0,57.0,62.0,59.0,61.0,57.0,48.0,69.0,65.0,63.0,54.0,55.0,71.0,91.0,57.0,60.0,63.0,50.0,CM ,Midfielder
C. Gustafsson,30,Sweden,65.0,66.0,76.0,64.0,59.0,63.0,62.0,57.0,55.0,61.0,56.0,62.0,10.0,7.0,14.0,16.0,15.0,48.0,55.0,71.0,63.0,59.0,45.0,55.0,66.0,66.0,65.0,64.0,52.0,69.0,91.0,54.0,72.0,61.0,57.0,CDM CM ,Midfielder
T. Acar,31,Turkey,65.0,37.0,44.0,58.0,56.0,13.0,36.0,17.0,12.0,12.0,11.0,15.0,60.0,62.0,67.0,51.0,78.0,17.0,22.0,79.0,56.0,15.0,20.0,22.0,12.0,72.0,24.0,10.0,24.0,34.0,33.0,20.0,67.0,49.0,13.0,GK ,GoalKeeper
B. Schenkeveld,25,Netherlands,65.0,67.0,72.0,59.0,65.0,68.0,60.0,54.0,53.0,61.0,34.0,33.0,8.0,11.0,15.0,16.0,9.0,55.0,65.0,60.0,66.0,35.0,64.0,56.0,60.0,66.0,56.0,48.0,67.0,69.0,55.0,71.0,76.0,67.0,24.0,CB RB ,Back
N. Körber,20,Germany,65.0,33.0,22.0,46.0,43.0,20.0,25.0,13.0,13.0,18.0,11.0,14.0,65.0,63.0,63.0,63.0,67.0,17.0,14.0,63.0,24.0,16.0,13.0,15.0,12.0,61.0,24.0,20.0,14.0,37.0,28.0,13.0,55.0,21.0,14.0,GK ,GoalKeeper
E. Lancini,23,Italy,65.0,64.0,57.0,56.0,65.0,46.0,59.0,11.0,16.0,38.0,14.0,15.0,10.0,6.0,14.0,8.0,8.0,64.0,65.0,72.0,38.0,11.0,66.0,18.0,20.0,59.0,44.0,26.0,64.0,70.0,64.0,66.0,81.0,13.0,13.0,CB ,Back
M. Devlin,23,Scotland,65.0,50.0,80.0,40.0,50.0,48.0,52.0,28.0,24.0,34.0,23.0,30.0,12.0,13.0,13.0,7.0,13.0,63.0,59.0,75.0,36.0,24.0,62.0,37.0,25.0,53.0,46.0,41.0,65.0,36.0,72.0,67.0,80.0,34.0,24.0,CB ,Back
P. Pawlett,26,Scotland,65.0,83.0,56.0,82.0,26.0,64.0,55.0,64.0,36.0,65.0,56.0,43.0,9.0,16.0,13.0,16.0,8.0,42.0,24.0,77.0,53.0,58.0,33.0,51.0,61.0,56.0,64.0,62.0,16.0,87.0,74.0,17.0,67.0,65.0,53.0,CM RM CAM ,Midfielder
Alvaro Rey,27,Spain,65.0,70.0,56.0,72.0,60.0,70.0,56.0,70.0,60.0,68.0,52.0,49.0,7.0,16.0,12.0,15.0,9.0,41.0,49.0,70.0,55.0,51.0,49.0,52.0,62.0,59.0,60.0,56.0,41.0,70.0,61.0,49.0,64.0,61.0,46.0,RM LM ,Midfielder
P. Cissé,21,Senegal,65.0,64.0,69.0,47.0,38.0,37.0,59.0,27.0,29.0,31.0,23.0,33.0,14.0,16.0,9.0,15.0,13.0,61.0,64.0,59.0,55.0,27.0,64.0,38.0,29.0,53.0,62.0,44.0,66.0,54.0,73.0,70.0,75.0,30.0,33.0,CB ,Back
Josan,27,Spain,65.0,81.0,36.0,72.0,73.0,68.0,56.0,65.0,49.0,71.0,57.0,48.0,7.0,11.0,6.0,12.0,12.0,46.0,24.0,71.0,53.0,51.0,29.0,61.0,52.0,62.0,60.0,68.0,33.0,83.0,56.0,35.0,42.0,47.0,57.0,LM RM ,Midfielder
P. Dahlberg,18,Sweden,65.0,25.0,30.0,24.0,21.0,24.0,27.0,11.0,10.0,10.0,5.0,11.0,64.0,62.0,65.0,65.0,67.0,11.0,6.0,37.0,26.0,19.0,9.0,12.0,7.0,63.0,26.0,20.0,13.0,31.0,35.0,13.0,61.0,30.0,9.0,GK ,GoalKeeper
M. Kennedy,22,Scotland,65.0,80.0,53.0,71.0,82.0,67.0,64.0,64.0,58.0,68.0,50.0,44.0,15.0,15.0,10.0,15.0,10.0,49.0,47.0,73.0,52.0,45.0,42.0,63.0,54.0,58.0,63.0,63.0,50.0,77.0,71.0,55.0,67.0,55.0,38.0,RM LM ,Midfielder
N. Fitzgerald,25,Australia,65.0,85.0,47.0,90.0,75.0,61.0,56.0,56.0,69.0,63.0,67.0,51.0,11.0,7.0,14.0,12.0,14.0,43.0,41.0,68.0,54.0,64.0,34.0,56.0,61.0,52.0,61.0,61.0,36.0,87.0,80.0,42.0,59.0,63.0,61.0,LW RW ,Forward
Yeray,29,Spain,65.0,57.0,72.0,52.0,62.0,61.0,50.0,42.0,47.0,54.0,58.0,58.0,13.0,11.0,14.0,10.0,7.0,53.0,62.0,50.0,67.0,60.0,48.0,50.0,63.0,49.0,72.0,66.0,55.0,61.0,67.0,63.0,73.0,68.0,37.0,CDM CM ,Midfielder
L. Görtler,23,Germany,65.0,67.0,35.0,67.0,66.0,67.0,60.0,57.0,51.0,70.0,63.0,42.0,11.0,15.0,14.0,13.0,14.0,58.0,17.0,62.0,45.0,55.0,19.0,51.0,65.0,64.0,67.0,61.0,20.0,67.0,60.0,18.0,72.0,58.0,66.0,RW ST ,Forward
